song_name,artist,song_uri,embedding
Cache,Moi Je,https://open.spotify.com/track/3g1jLEdH40RztXP52izu1L,"[-15.314316548777226, 3.07896540776604, 4.200637334352735, -2.8095665493150657, -0.3970304579005916, 1.4901093387457798, -3.527069269931393, 0.7912540524272711, -2.2422221737266743, -3.1714380226231835, -0.2134789100576666, 2.257796477059434, -2.51978502727644, -0.8187577456079858, 1.4288653805519633, 0.4900077843204146, 0.13046846919154856, -0.17553325338815826, 3.4389984564036142, -1.10795301495343, 0.9657252983397527, 0.24571937514408945, 1.7240426180268076, -0.7098519868502965, -2.2600024498265228, 2.9032455545360376, -0.2221895241103972, 0.6454309570972091, -1.082911432563434, -0.6132391188594812, -2.8465108362882905, -0.6592201624396414, -3.7431645232437742, -4.00529571131685, -1.5498437740786515, 0.7110738687799767, 0.40767436177692007, -0.11812183566584886, -0.3276499683788854, -2.983386740601718, 0.795323220580907, -1.9247845567620183, -3.2616481355265523, 1.262219676579441, 1.8339553891836613, 0.4108979251902867, 0.10381975407948067, 3.6125862476675823, 0.10713067333080896, 0.03089027936045665, -0.8213666697046711, 1.3079919694335553, 1.8511881255018068, -0.9289123930443248, -1.5197149959910368, 0.3747050120819536, 0.22753640717393456, -3.4668598486407545, -1.9958126990688507, 2.4786932587737898, -1.430568688965346, 1.7371788384127638, 3.4766195984307537]"
Sharks In The Water,Franc Moody,https://open.spotify.com/track/6X4GH7Rs3Yy286wwZVoBYQ,"[-13.679041593992936, 2.982643526849661, 3.602449367572198, -2.1829663308556495, 5.486250291501302, 8.671800358061127, -0.84872431921234, 1.4635155503788604, -0.7014731491988616, 0.10630027755323539, -2.5179286663925753, 5.787145034171225, 2.2001829072081915, 1.3435007591243693, -2.0301849085110493, -6.584291253064907, 2.9912403732747888, 3.0442141646471903, 3.9381263989780924, -0.23417257225006632, 0.15206074401057795, 3.9531957202736314, 0.49425705826367544, 2.7290232927253797, -0.583455974210742, -1.1830950400600866, -1.7734076905713914, -0.48704919097372384, -0.14283193561422075, 1.7487114372162023, -1.5990961065526261, -2.8401966895490465, 1.5346937581210884, 1.9486123627702927, -2.0935015322710906, 2.0831872377716465, 0.11808922143847415, 1.0261287347704169, -1.0073141170060642, -2.3781873516812246, -0.19900514235178016, 1.3741954483858418, -0.9740880614671775, -3.2734716876665386, -2.5347516857523433, 3.204941719512637, -1.2129981349234162, -0.7826319063761603, -0.6365445624356488, 0.15795516027640993, 0.8118750045275336, -0.10762514954115394, -0.7974507118303897, -1.1320927626514952, -0.06030041323826025, 0.9365783989883992, 0.7663881644936547, 2.9587931663632703, 0.1921714832123719, -2.188076109386119, -1.4391963495551026, -0.09242990586797417, 0.43182707671721693]"
Exotica (feat. Mind Enterprises),"Purple Disco Machine, Mind Enterprises",https://open.spotify.com/track/4b6OuqikQDh0U3dDto7i54,"[-13.465545741458776, 0.6042167771896091, 0.3931958929663903, -0.7366752304404742, 2.110748858823947, -3.4482578610520007, -6.506834686222805, 1.1842417849140021, 0.6132269787388828, -8.760510985807098, 1.361093418996408, -3.6717329598440536, 0.7975824593966906, -2.286604580178295, 1.4287076925805253, -1.0489147846027855, 0.8709733484437683, -3.0703027419756026, 0.4298698171816362, -1.568394642414231, -0.008357930405019228, 1.1730189188523032, -1.6775272286304461, -0.7377372297737652, 1.0914737229003704, 0.1150534900938445, -0.5752295926202642, -1.3363589342849092, 1.1826021054519251, -1.4861738280068342, 2.8910616074084445, -0.7059577338754556, -1.544298109250713, 0.16627698876041472, -2.8877766902349027, 1.6686109039922121, -2.6854776346651423, 1.4124537901291891, 0.8270731999157167, 0.420175352210898, 1.0597125120050424, 0.49203708074835073, -0.5665620712815762, 0.02215076325794313, 2.777959471262633, -2.755304795812075, -0.3434468405404306, -1.5761044444508432, -0.9737427314468824, 1.2240170953007983, -1.4872528321297553, -2.90794587305125, -2.314322319177596, 0.4649543215980453, 0.24289445554971517, 2.5228971984403996, 3.664621633851306, -0.41745645039456974, 2.2361561249494253, 0.14538890056460996, -0.4760677366973717, 3.225005387052888, -3.0206968442349127]"
Louder,Sunrom,https://open.spotify.com/track/1Hd6PTqt2cbwPh4y33m1hD,"[-13.644114623275819, 1.994373550244848, 1.372607258030634, -4.913446258533709, -0.5353991320781483, 3.106813692096062, -4.443823889599983, -0.4614951748786625, -2.460787088829129, -3.5308276169178976, 0.29096239845419763, 2.5953016268500106, -1.9373897928598258, 2.5659325464265352, 0.5600427881249972, 0.1537629099373288, -0.9118482966754748, 1.475456404781768, 1.6664467462618746, -3.290843898142011, 1.5727236607330564, 0.764195721529324, 1.2115444839430527, -0.24165010052127597, -0.3249824026713848, 1.069014508919586, -1.2192207621227593, 1.309657140713233, -1.060111285551195, -2.937187588420741, -1.888600947301042, 1.0437116188307274, -1.4634327902227067, 0.21281320037853685, -1.4779113153720522, -1.334978801805345, -0.2319897458961507, 0.3728516941601743, -0.20921962242239286, -0.41447599594096934, -0.49291035593554716, -1.112641766104958, -1.281550375229345, 0.5204966719583243, 0.11374247944585081, -2.8295749868267643, -0.010617629711713235, -2.04688723034446, -0.6202567648554792, 0.012800326423584474, -1.013864488153349, 0.6374384528083954, -1.3633665500655676, -1.3905615867852872, -0.4740111280929084, 1.3743300667651315, 1.370520949644446, -0.7670571152654914, 0.30314088220154606, 0.6698460794642772, -0.29165124983396534, -0.4475466454105423, 0.8624640484809414]"
Belong To You,"Cut Copy, Kate Bollinger",https://open.spotify.com/track/0ldxSxecXt4pyOauTVkVZs,"[8.485211463075572, 8.977083890673182, -3.710562974005818, -3.2140959562209126, -3.761390806439243, 3.1548506481959664, -3.182511731920345, 0.42350643196154036, -3.5185296019969887, -0.9206058998732626, -5.006158548260376, 0.9457300945808661, -1.404562487655386, -4.112493296248961, -1.3637401946511916, 0.1325773229042396, -0.47180351337542514, 2.1299379717492863, 2.08970029927558, 1.9829389477838297, -1.4912175159334735, -2.2910029517870707, -3.6197352684381325, 0.3741769866436349, 2.069821250229897, -0.9818775499737458, -1.2247173631267483, 2.5622224595504277, 2.620197471107851, 0.8363433907116578, 3.6717963422658055, 1.5802557701815738, -0.9216908084265909, 1.7870169437914531, -2.383945838992582, -0.4484584339177669, 1.8012817707570348, 2.1610273693124595, -0.41381606956871053, -0.40538368298083766, -1.1060940404904516, 1.98716011612409, -0.8086527810013439, 1.0553744607894655, -2.455766365024046, -1.4009892125353964, 0.08674697968132428, -1.621539906762582, 2.2487439631096287, -0.4103400794973282, 0.6634534598338253, -0.6157471925439295, -1.4157607104302716, -1.30308063769664, -1.6938957583912269, -2.664467055471746, -1.6995706008962612, -0.2921236857344474, -0.207638652859902, 0.7503742189419885, 1.4086090815765464, -1.4482733059210546, -0.06508000312731396]"
The Fade Out Line,"Phoebe Killdeer, The Short Straws",https://open.spotify.com/track/7I1v3hLSDCZK4EdGVokFcj,"[12.816029520421052, -5.643615613889065, 5.015589292487753, -12.352936833647627, -0.2803837305895035, 4.55100672452385, -3.3479579472221235, -0.6311456830485316, 11.06806741215402, 6.7605048018712495, 3.1337460783276567, -1.6508689569433048, -0.2837760361281398, 2.0567329076166216, -1.2557565607630905, -0.9380572907654905, 5.684357783624026, -4.854391646938742, 3.962463168860668, 3.408309583719288, 4.246615144537875, -0.8199099001078596, -4.089915237188028, 2.7087782620025176, -5.077477755427614, -2.54832524016253, 4.111131210617246, -8.123718076269798, -0.4152523341930686, -4.570441861439789, -2.9777478574027167, -2.857352468911926, 0.11530404085661448, -1.133288066594292, 1.404782026675255, 0.4660080665827661, 0.21453664997951818, 0.0553433832325497, 0.9330188048320311, -2.5504265082814577, 2.2249364463626815, 0.29852328784250454, -1.8566320650051775, -2.2121942562387726, 0.8308458642134178, 0.1397050850650394, 1.0081464251298888, 2.2769851931996823, 3.673790407740936, 2.0910889409949105, 1.7431214017039152, 1.460806746194843, -2.5846616902225583, -0.7562693940456598, -0.6453550166175764, -1.8252764248795303, 0.6992546605538881, -0.6676215233122396, 3.5844743293399475, -1.0398203492326252, -1.3509442893944605, -1.7904469219849652, 1.9406576078006985]"
Mad Woman,Nora Mae,https://open.spotify.com/track/76SzCnWmnpsvfeLkh5tcsH,"[10.371676788153128, 0.46081120469777354, 3.8781768563883574, 14.587303373595747, -0.5913006852348214, -2.4395649324932354, -1.2899248854136756, -4.322948891729695, -0.2859639267879664, 0.7337389824439102, 1.1133198738437196, 3.1888972786882888, -5.251695254808576, -0.09438646693919919, -2.007263158302111, -0.4677360421302206, -1.51267105933449, -2.120358013669438, -0.6547568707759466, -0.8454950851821423, 0.5141049090137529, -2.8760897524041305, -3.6067557898069786, -1.902347879890296, 2.512992712073339, -2.028653003869333, -0.17947519435846954, 10.304054863916436, -3.0510443581770397, 0.6799885255007583, -5.4959920844850405, -2.365535670834739, 0.6467669519049895, -2.793476625994727, 1.2216868667627971, 3.0826214303675257, 1.703504356841812, 3.3731001690910847, -3.304971248788867, -2.0596631359651663, 2.609115004980337, -1.9855812713923804, 0.17583701547497585, -0.8798299769337993, 0.36830768528893815, -2.9262805516183823, 0.674373716068831, -2.2157006759251825, 2.5271423957347863, 0.28939064840010154, 1.2959322957417077, 0.875473720449431, -0.7705313528533518, 1.369713048666191, -1.0983290152816305, 1.8281229573441014, 2.934291468959815, 0.27787173395689374, 3.433020217856578, 1.0739658794169482, -0.8348825820854593, -2.8323003994484024, -0.7948497047885247]"
In My Head,"Phantogram, Whethan",https://open.spotify.com/track/7J2Sl1ENGmwaJm9qlBBDyZ,"[2.284815596321821, 11.05019413704481, 1.4547337964263096, 2.1570876120589957, 0.7313319092646821, -1.0524974139684449, -3.3100902674524484, -1.6863497891122794, -7.475523459256933, 4.620981835603849, -3.798603412596198, 1.4104387826033666, -4.799231015547866, 2.090049771514807, 0.986913537067346, 2.5833935565259236, 2.857936071577693, -3.931256743054059, -0.7834618730585265, -2.0841298627913663, 0.3915918813498577, -0.5213912890875119, -2.559223224518347, 0.41737144004372817, 2.8049451357928747, -0.4042380330954429, 2.0913433064141924, 0.4518523116939104, -1.1740220153263439, 0.6685710419791496, 2.945510744680796, -0.5106040696760636, -2.776875242390644, 1.6516953638703484, -2.266555313810795, -0.1340534838525912, 1.5513051183457138, -0.9989818274831666, 1.659783755076817, 0.9446117502840874, 1.6249659717669254, 3.107941831097666, 0.9102327439759975, 1.207154316364315, 0.9662468191370829, -0.5396292377024776, 2.2373634999725653, -0.2582381592641142, 1.4095219775492518, -0.8269067766345268, -0.2605462679182794, -0.36268552536568227, -1.097671465813, -0.7367904566079848, 2.2405898434489386, 0.21994141724022995, 1.43438165776262, -0.4751901117632653, -0.9803995914574981, 0.8637948305706676, 0.007979026394490215, 0.031213280583857014, -1.2186632041237995]"
Idol,Mind Enterprises,https://open.spotify.com/track/0o15nDyr5XH7vy3MV1JK8B,"[-15.3519806216858, 0.8779888431265057, -0.3303036686201176, -3.0948407073080113, -0.2642439059546912, -3.6057499272955384, -2.0005824985998486, 1.2325605888541409, 2.5523245035572506, -6.009459193368014, 2.510681154233459, -1.4704139879345748, 3.573905018101293, -2.4261303968296812, 0.3465614009903936, -1.929841811030464, 2.2345886543458127, -5.335938921830669, 4.48746037696459, 0.25488583269432685, 1.4160323519921383, 0.7546417409796953, -5.683891867704638, 3.3650555147333887, 4.008944145602625, -1.4597627267120084, -0.11698956376241738, -1.0035248162194415, -2.34712464966878, 0.9786781073676892, 1.279911082276592, -0.2503673842569975, -0.7506240140278769, 3.294191236729492, 0.7675028266416796, -3.9793152846998794, -0.40611511192477123, 0.6470446973527634, 2.1384146425834287, 3.2589827283581188, -4.912726849068287, -2.3717889096981213, -0.5561417898747583, -0.4808369819252165, -1.1537110411383187, 1.652579655443392, 0.6237017994527664, -2.03830837811038, 0.747906483939936, 1.7334905830357425, -2.4988083868028093, 2.541210482740251, 2.1292380451608244, 1.305644187937961, -2.7235367185167876, 0.4721575248896702, 2.263852239977452, -0.09987093675467683, -0.0746760616800604, -1.9765615600238142, -0.46792170516435205, -0.9926150315157568, 0.19073501573377838]"
Escape,Junaco,https://open.spotify.com/track/32k9k0pSXCoERXKDWZdpak,"[16.43030045170111, 2.960797961716706, 2.1119005379231477, -5.359814511128085, -2.3450222675350223, 10.017800549724726, 6.499330630995315, -0.9256272840466847, 5.441344245289345, 0.8868795608375946, 3.357831193210039, -2.3204689700014005, -0.18363406793620493, 3.857242510167731, 2.647953410150006, -0.5745424317618043, 2.6768262476988616, -1.1400477260230248, 3.4404413512259193, -1.4980772090349637, 2.3189248159508167, -2.5608069080173346, -2.2529175664282057, 1.9853347611689347, -2.0385572969088184, -2.107306901361673, -1.799257265015584, 0.18435744902181947, -2.4178707704920432, -0.0556606178229491, -3.228767852335891, -0.1299528838568723, -3.283586409601522, 0.0953941915012978, -1.3112491569674116, -0.7129880443371138, -2.5786285010179633, 3.947037170630884, -1.3870455849883743, 1.4610880342527093, -1.4876693352062043, 1.4907109780616412, -1.7836335478350904, -0.42928171901871803, 0.48861429620777286, -4.106628126303152, -0.8307038711859454, -2.323278591732078, -1.8794373316378874, 0.59110190538511, 0.867841373794443, -0.9704611905618292, -1.2800469474057785, 3.4210016944795125, 0.5013347226885703, 0.21007516450843122, 0.8962739918226929, -1.2874510265029981, -4.11313305474302, 5.271227648781034, 1.9923946928167406, 1.3762079653276462, -0.3699458678456665]"
California's Crying,Nora Mae,https://open.spotify.com/track/6KizdnjxUopFxoYUQSl99h,"[12.05965035646009, 2.49047334802107, 2.9580951704322, -6.181241587557974, -4.34867241721436, 3.6524777810833533, -0.5627404919338702, -6.0059768479884035, -1.2499438829832006, -3.627751067033212, -4.452169903680586, 0.2445873887801918, 1.765093366216696, -2.8801533632786542, -1.1093578154917765, 0.015541368612420857, -2.2187510298356368, -0.4811972633777125, -0.9080864651362389, 1.3217255498344695, -3.598636824370593, -0.03400531017062707, 2.759168385770699, 0.7270683282524755, 1.0595419147882477, 4.021127090507346, -1.0655851630000643, -4.116802791488916, -1.030805498632569, 3.445484097722931, -4.168322324126789, 6.166521472077443, -1.2468901633695102, -8.972912882599815, -3.291880832881975, 1.6480022857101906, -1.6884278289911536, 0.5043458778216231, 1.4761754248540506, 1.187735652516338, -2.283563444079567, -0.8936839755860155, 2.5631993844566363, 1.6823399713127953, -2.330669204345295, -0.10582214434544022, 1.6092030928244776, -0.5599529454820924, 1.4415869746708025, -1.872371575861672, -3.276584914300039, 2.7858855971853376, -0.28175022515951803, 3.159665974866403, 1.2607779031372277, 2.4658857182290213, 1.03247788513034, 3.5869713266435723, 1.129750869725916, -1.7312650807599326, -0.14589222053083936, -2.5805550874814145, 2.1647673328188355]"
Fade Away,M'Lynn,https://open.spotify.com/track/7uT8GS6bjpJBSD83xexWJp,"[13.785237612931523, 5.477600254114788, -3.3698738730201323, -0.06866466954765842, -1.1052559150112762, -4.343329541605169, -2.3765541219621893, -4.110566906815108, 2.4365087680443267, -1.6205516533297712, -5.029168161495342, 4.106804027315664, 6.318677221540518, -3.5861472389882842, 2.7581733144784693, -0.5019215567418436, -2.11721894407906, 5.900049296564273, -4.65574203890297, 2.9447718404339347, 7.915338767759711, 4.470735817075574, 0.05654247477978952, 1.1350948697266372, 1.1092762227642206, -1.47200293293573, 3.375924836177639, -0.46267186274828537, -3.135622814242887, 2.3283054621096473, -4.049601288925884, 1.0121164495437738, 0.8653843943609094, 2.4802252527378497, -1.868682563844591, -3.091623848586333, -0.1406733676894849, -5.890193713015384, -0.9114469871329623, 5.1362189590674925, 3.3159307031344145, 0.6671372361213244, 0.6783362896692384, 2.254804723448373, -1.3109980839600113, 0.2630359085200997, -0.24992568183491226, 2.298554360072271, -1.5704910293268628, 2.170115494952183, 2.949321050045609, 1.466651550245795, -0.2673226242543619, 1.3276272087732408, 0.47627223917448497, 0.039546150832168336, -0.29260645288919485, -2.8856429107680706, 1.0995608348412147, 0.9369211970516114, -1.0209505918762956, 3.8332810478778963, 1.1839230562674017]"
BITE THE APPLE,Claudia Bouvette,https://open.spotify.com/track/0qEIQ5Ctmo5de10Wt3Hjy7,"[14.022344775384164, 3.906785615156191, -0.1201806915502308, -2.11427216436355, 0.6537323469683741, 3.514226401335007, 4.064099983081041, -11.348260139996908, 1.1739212264459327, -1.0346567540218452, -1.8548122741751598, -2.4425516853175293, 2.9101400983361874, 4.398947482089076, 3.268556750004504, -6.4902061022508875, -6.680254989449555, 0.5229506218023977, 4.549660376455096, -2.3047207946883588, 8.027776939395498, -4.993044094572134, -0.2576440534967956, 1.22529601599418, -0.0003957522150366107, 2.5058563693207256, -4.6408152734578305, 3.9248145599323574, -1.0305568567287577, -1.3470394099054763, 2.914128027939939, -1.4282136645828665, 4.393262391903466, 2.6503784154148993, 2.3589600760408396, -3.331747661057951, -3.10807624491402, -0.6915005132898185, -1.2658852482236302, -1.490524227065305, -2.0320121448897264, 3.375630499550236, 2.9613450185672874, 1.6647880088588034, 2.4183763869074686, 2.3565759554074375, 0.12242520038719626, -0.8864442326774713, 0.568033390903509, -1.8763704718174399, -0.2557131526077603, 1.8506435801530532, 3.722196619287365, -0.3187781020067263, 1.305138728464924, -1.0814763244292147, 3.5512050496061662, -1.01259409113106, -0.7081345297925916, -2.1046220551057413, -1.4562832191559365, -1.2041376776718609, 0.35386949714647864]"
It's Starting,RIO KOSTA,https://open.spotify.com/track/09t9XJnyzfCqqeAmBJpoKW,"[-15.017226252527907, -11.407114686091484, -4.681915486449095, -2.7971953337799955, -4.278153898162173, 0.17451683589573824, 0.7681984343054158, -7.220323427194609, 1.1566058545177365, 2.919525407513222, -3.225069636732651, -2.926683318115563, -3.843285850115167, -7.521594049129736, 6.366620633649077, 0.5765998053464247, 9.945661678080773, 3.9114494127965136, -5.348965068781576, -1.5768824359589422, -0.05822425540615114, -8.64414161254982, 4.305424230783807, 1.6712750658566273, 5.004303115046768, 4.043342462197512, -1.752964428035555, -1.8633176909102682, 0.3856462022778264, 1.5202191535337084, -0.18022604893994104, 1.3524071052078581, 3.277952941674878, 1.0248845035481913, 2.0524468920267602, -0.4302535182255489, 2.764134532189648, -0.6016810999968569, -1.8743370222114488, -1.4324859547797897, 0.06834395334964129, 3.4741827397894722, -1.3760832797666402, -3.0805862859106927, -0.4039059481356067, 0.6343117568833426, -0.6196504235203286, 0.33024182755693315, -0.6422111063798185, 1.5073347688288392, -1.0171884702549203, 2.3814344384314214, -1.5415964207745256, -0.7680602524090627, 1.4475151755419486, 0.3955222880091343, 1.8322922624788518, -0.7531906139102859, 1.0581201180409536, 0.9362662315504185, -0.31566735951675634, -0.6384847172351141, -0.8832602384796567]"
Uummati Attanarsimat (Heart of Glass) - Remix,"Elisapie, Hologramme",https://open.spotify.com/track/6NZrXEDeWtaimPkhcoLqcH,"[-4.399807879017076, 7.910078460911384, -2.8317818516210282, 3.12967692456629, 0.729649778068034, 4.9930759058261485, -3.4791728865368827, -4.990363867801901, 1.613339034542232, -0.7802584506711031, 2.6100680264071636, 3.3255481496746992, 1.558662921169991, -0.41254506306780625, -2.389932030940061, -6.075443261641802, -0.43335432054861506, 0.9851893496002261, 0.485903399627916, 2.1635457575921127, -2.657895052456227, 0.011193141632917156, 0.4293653034828201, 7.054324944047326, 3.510902715490348, -3.65736086120434, -1.6452742416354769, -1.1845925937923742, 0.36111081109907506, 5.293635353660412, -0.7941957214919187, -1.887834492861322, -4.259335219907757, -1.935959159466901, 5.440272733258015, 5.897853618975479, -2.0155722281037716, -3.6214760541848974, -1.8138407376870316, 3.1300701194539284, -2.317405863440994, 1.6510729612592738, -0.2986115827064696, 2.174000933400562, 2.685222469748384, 1.361863770883962, 3.6604072982877494, 3.4146264918936184, -0.9341353504868527, -3.2998784657771405, -0.7958800105441346, -2.501649908094251, -2.1416605040915977, 0.7394486992155084, -0.944010585458952, -1.2136476428794616, -0.4656666515220234, -2.1312654526725905, 0.12339479833079892, 2.292005183771544, -2.4656948182653156, -0.48827018199551814, -3.3171417168995996]"
Keeper,Reignwolf,https://open.spotify.com/track/5viUoBe9m6FHt6v5UJvISA,"[3.9402774674608794, -19.93063460482882, 14.149087821284045, 13.102180501415788, -0.017499714255746392, 1.207650517151515, -1.2351682785122893, 5.508759781187796, 0.7954942837427662, -4.667108641187376, -2.1331647959725344, 1.8766428773665553, 2.67717024490871, 4.236958805282487, -3.995401747787617, 1.414799865239144, 2.7711445432570305, 0.5463587904703029, -2.1462803457048145, 0.23477792473294995, -2.337955717495682, -1.4394466380267823, 0.9883499646961829, -0.748489116634312, -0.21437579206331775, 1.115450324709261, 3.2962076478095192, -0.21594919013638966, 3.622953713507357, 3.6844206762316665, 2.7155742021715823, -0.1576135278930418, 0.0295065748933743, -0.005362033244968508, 2.919086358208183, -1.5895952674226255, 1.6872393836500676, -1.1421938973460086, 1.5383621472463411, 0.8843435622571512, 0.39159159306155417, 5.735796965380956, 0.36854409988782316, -1.6007584541572428, -0.8047503516596055, -4.0331842813876815, -0.10384098074738758, -1.3858325145713601, 1.3557488985217239, 1.8371604017566692, -0.6555794423537953, 2.2338773629126027, 2.235606143776008, 2.266954262798156, -2.5533208052838408, 0.2298842809508746, -0.6039188496250866, -1.6527514425587184, -0.539255194204051, -1.3245128043061563, -1.7658695921791812, 0.27112469770339787, 0.8814694970956172]"
Cold Kiss,ZUNRAID,https://open.spotify.com/track/07f9f3E2gjZ6hmgzmkqNUF,"[12.037531981545902, 0.15033043920706468, 7.496588869519664, 20.74814173446349, -0.7926723163568307, 14.709395855410085, -6.190947513736845, -5.858140946144636, -3.5123833228663814, 1.5933971332286168, 13.83788287857134, 1.0379296735067738, -3.3298171132911905, -6.625638021059802, 4.9901155895889575, -0.9542681681505242, -1.1634051380083434, 1.4267381104850325, 4.947479716897428, 3.7088818047181413, 0.9389234380815069, 0.10865600659651281, 0.4873663180985434, -5.555027372756975, -0.6465923705790632, 2.822769140539109, 3.863739106034691, -0.20765864395822453, 0.4939457666093912, -0.4570634380665431, 0.5335865346872013, 0.6000697543696831, 2.5540271604536247, -0.8363726865392586, -0.9075744289609026, -0.526758794499704, 3.328427699345545, -1.7741546937952806, 1.6939971208957125, 1.196830541410468, -2.1516999635131664, -2.6476069915492726, 0.20304518248836304, 0.4780713501205085, 0.9980454873495634, 2.6931712435759914, -4.013337507454711, 0.8049021907552748, 0.20206956473613352, -1.6286995525203989, -0.5352198344859379, 1.0865391794924784, -0.9034881805194132, -1.7430331788865756, -0.5100539518618356, -0.2512156363606262, 0.020089117023306263, 1.908067141242511, 1.4171126444623263, 0.3652011093739428, -0.8639708990810946, 2.5423908585099855, -2.6343241782200018]"
Beach Break - KNKS Remix,"Julietta, KNKS",https://open.spotify.com/track/2c32TY6su3q4f2XrLVRPmE,"[-9.51743289400707, 5.714612405638035, 0.3323527626458718, 2.206381640107495, 9.152746256144493, -2.862539987963992, -4.986912304110634, -2.1138149494178804, 5.5073647830743075, 2.0465655979726156, -2.5150510088207514, -1.594745749695324, 5.485844733433216, 2.3561994522907677, 2.6526328892368674, -0.9844124676599038, 0.8587628042325887, -2.2282900420732052, -4.168755806337519, 5.545551505816739, 0.8257266779963077, 0.5161422644183096, -2.2775045321352163, -0.7873063928478119, -1.182370620862104, 2.243273262649319, -0.1753595544031981, 1.4408740983785886, 2.8591686476388496, -4.13434822421194, 3.01295363653848, -1.766635429871313, 0.5665640403678344, -0.9268712284105386, -0.5078729854819727, 1.130450053696748, -1.7178888938591161, 0.5913297737428691, -2.9088215656168788, -1.2796933464730462, -2.3141397771470276, 0.7244044227967933, 3.807955904942546, -4.781861438810417, 3.437871839705941, -0.4173327072935586, -2.6115409521668904, 0.42851656382686293, -0.40293879210964634, -6.500311256847302, 0.8650596118822294, -0.8721334222941708, -3.873864522299986, 0.6757114914846855, -0.8765373010966582, 4.544585148215496, -3.275392574385517, -0.4580935814287344, -2.0306475129570662, -1.7226205046300258, -1.6424827651560852, 0.6899949683476414, 1.6948430727827035]"
Out Of Love,Courrier Sud,https://open.spotify.com/track/5ZzfYkGHTAyH3edrwbOz4w,"[1.8164743477851444, 5.819497482322015, 3.8832806641881135, -10.407095825671458, 4.51785420323281, 3.0112690071217263, 0.7152711936798583, 1.7050499061062567, -4.495615374347882, -4.843178316755429, -0.11122889994599679, -4.282741924374325, 1.6826632187961068, -0.28006052652179514, -1.0991189638110828, -0.2028233745946086, -3.0410868308285557, -2.1125786806654965, -3.9330675046686387, -0.40278869195410144, 4.088040966762425, -1.5594906218806366, 0.37038514142272994, -3.467808105510025, 2.432099907984152, 1.8797815115884362, 2.2021877825670972, 2.0642306648440996, 1.7512074341006303, -0.8469593002025092, -3.440800666141776, -4.598643245529492, 2.9855608791596917, -1.4959505621887865, 4.936957593090168, 4.819621658860115, 1.0287302103459204, 0.8772950144352671, -0.856743021741591, -0.36374549250733096, 5.011584531851805, -2.866561056178681, 1.5720524379764602, -0.8400927060770988, -4.34791205579845, 3.630893163681289, 0.39129172017864766, -3.15957615806492, 1.200057829207279, 0.8149336873696005, 1.5918488385305616, -3.431097390696494, 1.3124656697708288, 0.3375397721595708, 0.1476120403690539, -1.063335030665944, -1.0047481750913725, -0.4567508381240414, -2.4632344180848436, 0.3681470815330035, 0.7487939571031008, 1.1820163239643475, 0.15325151477983245]"
Angels,Chloé French,https://open.spotify.com/track/1Dq5P9rnmH2mEA23BUngxi,"[-11.207536830234698, 3.3207411384674916, 0.9507980956726506, -2.403067602173887, 4.153843330170776, -0.39725501025536003, -3.4740908248352724, -0.6628023484957771, 2.4235725604759963, 6.1575713899140245, -4.353160327457864, 5.817636984838255, -4.939374144455606, 0.20454198236616372, -0.8425599667272884, -0.3034347712485384, -2.3173287164955725, -0.5073715938813512, 0.9920239797449415, 4.118366234370453, 2.2515317505555745, 2.279076554555271, 2.2433256395513297, 1.8042228921915842, -0.8184493325700898, 2.3507338601139516, -5.157756314552722, 2.39269476171511, 4.3400556403705215, 5.4556983158854555, -2.3448903447805667, -4.332325521582229, -0.42042364358661366, -1.02580318184363, 0.21568506363180495, 1.2131369079371235, -6.309871687616222, -4.240105067810696, 2.7612982876547654, -3.2307257868239394, -0.283988158908235, 0.7547647932228535, -1.4840479120757577, 1.8186812389491214, -2.4455088338941042, -2.1293203365361255, -5.783235327103936, -0.4784197913391035, 0.5207071554694855, 3.313970733877946, -0.9293820602762768, -0.36397278872030686, -0.15501127722759062, -1.2251875985514764, 1.4763030738141742, -1.831572128787784, -1.180065277320071, 1.9713182183982467, 1.3727390598018119, -0.11964501676438723, 0.35582382645462324, -0.7628237825715637, 0.05752942876838065]"
Guardian Angel (Stand By You),Sofi Tukker,https://open.spotify.com/track/4PkfclOLKVd7QyBJasZkg8,"[-11.27620013083022, 10.441734161905089, -1.8196435664910189, 5.736095899582944, -5.708793467838048, 6.402547349955214, 1.421481030737743, 2.349269088636417, 6.172868710420461, 5.07905495878876, 4.191467086378504, -10.41889987099088, -0.7999748828450001, -2.8802077970816375, -3.6939307803033845, 3.7771081877282766, -7.957313124856154, 0.45673804207584767, -2.4064139089288274, -3.6507006562982194, -1.7606834015716568, -3.7426276956297913, -2.2822495406430274, -6.75596142527794, 3.6680353224766953, 0.1617747209251371, 3.754848295713833, -0.36151768104465076, 0.24719576526229317, 1.0478114011085642, -1.629728048432733, 0.3843692070967057, -3.1176224484431496, 4.198165382698051, 0.37324151818388146, -0.35498854375672384, -4.512192426292363, -1.560553248003816, -2.3322272380623272, 0.4270087865190626, 0.3239569005923692, 1.4609047495117724, 1.0486804633440563, 0.2625000426772623, 1.1058795676227429, 1.1378071571881523, -1.7293322528974104, 4.1556730476077135, 0.2354197172193822, 4.301115987942972, -1.6644998357487213, -0.7528327008239806, -1.2230053270687817, -0.3128604939522027, -1.477964910891076, 0.0868864809469297, 0.03636546268657298, 0.22539672564627355, -1.1051959876661472, 0.6606050973552551, -1.7451791864627715, -3.688262398601557, 2.152930537292164]"
