song_name,artist,song_uri,embedding
Idol,Mind Enterprises,https://open.spotify.com/track/0o15nDyr5XH7vy3MV1JK8B,"[10.174656281443728, 8.870123338809467, 0.2975974956602956, -1.4960919560526351, -5.647876478232043, -8.037279299458588, 7.185948481115471, 9.068081154589043, -5.3060467985840996, -0.7096780457458528, -2.4541766755473704, -0.8496572291648075, 2.3416129505062386, -2.8204713297727944, 0.06065916794342385, -1.0691066414888746, 2.257576056962269, 4.024829197796496, 4.9899140243090905, -4.695471770387179, 0.6114336490701064, -2.3210826020534454, -1.66799631306165, -0.9210666181294503, -1.9736284795947847, 1.1868567383314383, -0.6140004865747318, -0.07600454807960644, 0.2691368748761391, -1.981968274500345, 0.45112498343074864, 0.8289387220435049, 1.727495315435727]"
Escape,Junaco,https://open.spotify.com/track/32k9k0pSXCoERXKDWZdpak,"[-8.716958740276226, -5.883174251466149, 2.584208274521364, -1.1000449237404106, -5.529208593093016, 8.124889673847877, -8.732804299100668, 4.243686355942205, 8.556515413404915, 4.308525748422298, -1.986764138352656, -0.8284189314216812, 0.026324214624670123, 2.8766736417573147, -0.16743914001107432, 2.9152469838386073, 0.0625875088251074, 3.127849205888346, 2.1783176839009544, 0.22403781997611752, -0.42649448868491446, -0.3553861551365647, -0.00948860369126304, 0.7102615638887863, 0.48281496912209515, -0.5823463150812549, -0.28671058492676893, 1.2806954404601227, 2.047346813095894, 1.9975212547826864, 0.1284204979618709, 0.3768804708879932, 2.0536077683951985]"
California's Crying,Nora Mae,https://open.spotify.com/track/6KizdnjxUopFxoYUQSl99h,"[-10.889121533067575, -3.965597410865055, -14.983944027241652, -3.1015391551294873, -1.946517195473547, -2.186739874707095, -5.380607672345923, 6.024585157137951, -3.5579939712019453, -6.795922523721826, 4.126440761244931, -4.700815692143004, -0.32463636208021773, -0.864094691219688, -2.4172803569301267, 3.0501198474374007, 2.9288730919512815, -1.3957053811438624, -3.5738946526729216, -0.10496163106886809, -0.4140131233150028, 2.0388042129791812, -0.09473891386359222, 2.426296886493207, 1.1361626524501636, -0.9062490386169685, -0.10366479956737003, -0.7493847041480041, 0.7018928121493383, 0.013020445166655339, -0.38511209891523607, -0.4426375081762511, -1.2659356170033071]"
Fade Away,M'Lynn,https://open.spotify.com/track/7uT8GS6bjpJBSD83xexWJp,"[-0.2424936576238996, -14.691863343418712, -6.868992428030001, 4.460167646447774, 8.977929896986947, 3.770637914174228, -3.8340071836893537, 1.0290980005563364, 1.986784254238564, 3.1803350439474865, 0.4595532269279647, 3.119880538147687, 2.9049336898714446, -6.133233020166773, 4.453390030143655, -1.9402697925970425, -0.7022237404794037, -0.10732786894642002, 3.033467603397302, -2.5697085612385036, -2.205107103071772, -1.4698641634606036, 0.5401685372029469, 1.6160940965521655, 0.8003335290184943, 0.5589256230357174, -0.9195296278104375, 0.20514367880039308, 3.529682727397286, -1.5290010311821773, 0.09920799557698728, 1.1703894563038855, -2.3017964426669377]"
BITE THE APPLE,Claudia Bouvette,https://open.spotify.com/track/0qEIQ5Ctmo5de10Wt3Hjy7,"[-9.456427993627214, -10.004354388616866, -2.09152122662707, -0.349759854885806, -10.074155205335275, 2.8478398645429177, 1.2771606720706437, 2.5971412762789976, 7.202322833460025, -1.473641635379118, 3.0415149956195773, 1.9814076164536623, 3.0430577621234325, 0.3589633474611611, -0.21416513224116931, 4.5101471234727155, 1.822809176455987, -2.520312520224385, 1.4722704892623637, 0.7516536008927105, -0.3064008524385773, -1.81470960261684, 3.455964898369375, 0.1075060654886033, -1.8658252478399622, -1.850874350536326, -1.2403951318191997, -1.5621067847314911, 1.8947340639426793, -0.12162626545970122, -0.22015988971391628, 0.6484942919172573, -0.4789102795157917]"
It's Starting,RIO KOSTA,https://open.spotify.com/track/09t9XJnyzfCqqeAmBJpoKW,"[0.696430116132128, 4.385664376750951, 2.570794101527367, 8.418180390478518, 0.12118235840423212, -0.03718923360673208, -2.01588235973242, -4.877722518000885, -7.336117986655483, -5.068171185628564, 1.8754105401439596, -1.1157041648156596, -3.0837622604912083, -1.3821050185178843, -3.820086707623264, 4.217631087714348, -1.960234710224945, -4.0918739214938, -0.7433368772256631, -1.088351044752383, 1.8243355486676498, -0.4202201490273617, -3.5630378510725533, -0.7938539863000815, 1.763118639134429, 1.592018115246628, -0.6209411672328277, 2.1007909184642797, 0.2638136070416859, 0.577426017117784, -1.4884832334480338, -0.12845139575974265, -0.6341569526439914]"
Uummati Attanarsimat (Heart of Glass) - Remix,"Elisapie, Hologramme",https://open.spotify.com/track/6NZrXEDeWtaimPkhcoLqcH,"[10.352988134132682, -3.8720306232428667, -14.558400395655756, 0.3374221986357139, -11.244543074420077, 1.7449262063492839, -1.620635243541748, -1.107679266642988, 1.4735460594117684, -1.8809094924610574, 4.661999690352189, -5.921934919617553, 0.0975072686737187, -0.20794820875696884, 1.1687624104365346, 2.855302960102141, -3.226765790204161, -1.0619973541104946, 1.70890396863957, -0.0024472769608058654, 2.4436880886862493, 6.419641088413206, -1.4935746828918661, -0.7379116791464789, -3.689676691245886, 0.013874692471231369, -0.0388114485535709, 0.6964459519112673, -0.4201412735769172, 0.4435648698988126, 2.3992747337922586, 1.0066946996396668, 2.022433170809762]"
Keeper,Reignwolf,https://open.spotify.com/track/5viUoBe9m6FHt6v5UJvISA,"[-8.258266686444905, 12.909258954930804, 7.343893814705364, -7.051479493785122, -0.70478058556405, -5.768709183906107, -6.28314653147085, -11.729970982659257, -0.71802461082334, 6.7152426599356705, 5.053992979164049, 1.6541805512628047, 1.1886930071540565, 2.5877800743654418, -1.877465477481721, -1.7250453959831176, 3.016474495633662, 3.358916424769699, 1.9376172996499912, 1.545784265297684, 0.1972547030896522, -1.821806489510356, -1.574585386526605, -5.032655579568181, -0.34261086986375827, -2.141097585983607, 0.6948981677163895, 1.022036261982381, 2.1889951867157316, -0.19269151248545033, 1.5360183976430715, 3.0878041501863884, 0.07078351363752343]"
Cold Kiss,ZUNRAID,https://open.spotify.com/track/07f9f3E2gjZ6hmgzmkqNUF,"[-15.685870773334518, -5.713952844005842, -8.296132347198455, -4.104013051217244, -8.605432027599933, -5.459309953757121, 8.208742902865307, -9.721536808760252, 2.159772040952487, 2.9355889711520775, -3.7349272446532042, 1.067611577293061, 1.9100904741962408, 0.22626991443854833, -4.527255827026613, 2.5435653391219586, 0.20195711932864724, 1.3005170424810142, 0.5901600585189261, -0.6532947558197424, 0.7706870815298881, -0.9132513942457953, 2.650261734598678, -0.8574757843100146, 1.590510695397054, 3.512393445947299, 1.036790765601848, 1.340506632417445, -0.14811103152209884, 2.280585819135987, 0.7079296764106535, -1.3920070997267004, -2.3843565324093694]"
Beach Break - KNKS Remix,"Julietta, KNKS",https://open.spotify.com/track/2c32TY6su3q4f2XrLVRPmE,"[-9.886351363126106, -3.743118507838012, -15.743342024545687, -5.066037805868126, -1.8197393753239295, 3.9260501654959388, 6.991550330618154, 1.4987398522578854, -4.62448459072465, -5.537585435008541, 0.7181216386942081, 3.974121533606707, -8.447335920264408, 3.8277047408091147, 0.2644220421005965, -2.1135603874901228, 4.164113283469125, 5.740397098039049, 1.8409114726654243, -1.3949914638541538, 4.325868008685044, 0.24805160428901546, -0.9079282393063501, -2.5404053537866247, -0.47569565834354294, -1.3371115224475392, -0.8751179620284892, -0.44320925211746204, -2.011237307594622, 1.4216658190711382, 1.9246671908778252, 0.38624707065377356, -2.990494285360166]"
Out Of Love,Courrier Sud,https://open.spotify.com/track/5ZzfYkGHTAyH3edrwbOz4w,"[-3.8833965437096714, 8.335822840517276, -0.5571871753965816, -7.577953735660565, 8.615578337061423, 5.5790342009886515, -1.4003927572503712, 7.148035617470845, -8.096932324477496, 2.81485414796174, -1.8122966444405963, -3.046402625030823, 0.4518931902168811, -5.637723516306644, -0.08283434823099858, -3.700912083593696, -1.980399876214317, 0.6871071938772709, 3.206535626710214, 1.1041661068652462, 0.9292492135187435, 0.7806197578823546, -0.07014224847348766, -0.9408903146906122, 0.523181032964091, -2.176269220879927, -0.06235337709363206, 0.5749308805321091, 0.12854108247230336, 0.8627439078980104, -1.4388822389244484, -1.5028959578451242, -0.537503147307545]"
Angels,Chloé French,https://open.spotify.com/track/1Dq5P9rnmH2mEA23BUngxi,"[13.758780703139038, 0.5627626152471875, 5.590847878334185, 3.4661388741602077, -2.539848738892436, -2.3325055524344545, -1.0574903794148347, -1.163632000550631, 1.4644172489072633, 1.277123295531746, 0.9145699630401465, -2.532315460270583, -2.099976437268676, 4.189335591927568, 1.5811510396984778, 0.6643452737545045, -2.231082325048434, 3.7070887041524476, -0.25657929153058423, 0.11836793100947794, 2.196523719447486, -0.5724014149204905, 0.9367689577529843, 1.7025273081523749, 1.3802444028793954, 0.12735584301262534, 0.18427454760955583, -0.050614033504340704, -1.664291694131472, 0.45750381708028964, -1.0644804909398262, 1.3116686384706138, -1.135762798260343]"
Guardian Angel (Stand By You),Sofi Tukker,https://open.spotify.com/track/4PkfclOLKVd7QyBJasZkg8,"[13.057790098778415, -0.994108752540854, -9.451895551656895, 3.337011901083703, 2.114218739852285, -4.678331452444004, 1.035236114672821, 8.700615837855471, -6.562852493421291, 2.43523832115162, 2.278536470146976, 2.3489980332410476, 2.215344607985008, 1.3217638681439203, -1.5892969606453584, -1.8557071886993575, 1.8495128849934108, 1.9404199971853915, -3.270676879645373, 1.086011013665708, 1.0109854278080053, -0.605415240490934, -1.793689636194535, -0.21140555480782305, 1.2036516335376464, -1.3363995337089276, -0.13776807358126586, 0.4223057624162494, -0.5572595714804609, -1.4893241075851364, -0.6205855684085247, -1.3654757603592795, -0.38848364197307544]"
That's All,Paco Versailles,https://open.spotify.com/track/6yxqs4AlIwoxEJkZtEZoQt,"[2.136009323125142, -0.4977866459221889, 10.356155496233152, -1.100029760220075, 2.9176054576862436, 3.860984608260773, -0.852024727564669, 2.9188182002481957, 0.3394849922507373, 1.3480143521839962, -1.807190295587994, -3.4553070469613054, -2.554447736480033, 1.041075375511843, -0.7264134529653924, -3.633793699403462, -1.343140402508927, 0.6020536049003882, 0.7366014798889896, 1.82072841766461, 1.8929464557848679, -1.438564505190019, 3.942520204057173, 0.24934834117794472, 0.931614005583174, -0.13915915539482393, 0.4516022680665507, 0.7722732860403682, -0.7848627022800505, -0.5966817008446054, 0.5086167525734736, 0.16716170511526018, -0.9991767695542051]"
Marseille,Oracle Sisters,https://open.spotify.com/track/43qx8PEmvj1r7xO9BKjS3a,"[-3.7951383901247455, -4.613273896247462, 2.7569321439102716, -9.84588086360973, -4.015722088196845, 5.850767993640779, -5.11408735693674, 4.027082198130124, -2.2453517503342586, -1.1299643234103998, 2.686379453492897, -0.2276671661175609, -5.0664705624195046, 0.5518451425220893, 0.7878677190564799, 0.6732721499470337, -1.6433658172557561, 0.414996126342448, -0.8154555658740454, 0.7957317494106986, 0.2457463169421399, -2.9090054573041306, -0.5120999622602271, 0.2972135852141413, 1.912613913427789, 3.320857567058941, 0.2757647009716317, 0.9205852137834843, 0.05528099909353616, -0.2673429625689828, 1.2388716939796824, 1.7656171529590754, -0.2874817338046395]"
Her Eyes,Charlie Jeer,https://open.spotify.com/track/3IdN6RaoBu9L0fwGwfrJ5B,"[7.714458839104895, 3.2444577919316857, -8.124334513520386, 13.22502259399516, 3.7745500990000704, -2.6622006307526775, -6.696807259465571, -2.193573645332402, -1.1289311359614804, 5.5524275201363436, -1.4290580005477467, 3.9545019817177685, 0.9694067019034939, -0.67843489566651, -0.8102525262364397, 5.075005912656459, 2.2917506030502253, 2.3274447995122576, -5.289112194748856, -1.2215814545347359, -2.026462981661227, -2.273451724960125, 0.05373685060413769, 0.3252541412004752, -2.146194902284171, 1.8704216662303608, -0.19005347507673306, -2.6643619996990275, -1.8175891284611025, 0.26177335268393054, 0.6966192539156009, -0.5347377921609129, -0.4669458577674433]"
I Have Been the Moon,The Sways,https://open.spotify.com/track/4tn3jYTy9NU3YPyL1rSn9v,"[-2.1103010510284546, 4.952493986637272, 8.563026929511157, 2.7127435482986897, 0.9388723828433629, 9.299351733987894, 0.9891056427581191, 2.242235856678761, 0.9487662017242235, 0.7907111505962631, 0.6188962804641382, -3.956760251266658, -0.5543757252929128, 1.3826119600983002, -0.6900982651708658, -0.29574891162842365, -0.6642711239614164, 1.6720780299639806, 1.7059365698321802, 3.526159671642836, -1.5832712572695251, -3.890525806199904, -1.3565482057890894, -0.8668403062973352, 3.3533004188345146, 0.776663286678678, -0.635669887762778, -0.9554374799514121, 0.6379942275903345, -2.2966212121479157, 1.4958736869528284, -1.6531301726178034, 0.25504349791710884]"
