song_name,artist,song_uri,embedding
Moonlit,Skott,https://open.spotify.com/track/7bYCJEl4oPXccNUPxNPk1y,"[-0.739241299179889, -10.844676368012584, 8.832395583596337, -3.5857576428587166, 1.345726655280837, 0.18853717862187824, -3.4468511901658263, -1.6248307714373855, 0.8249964401511046, -2.24044432490987, 0.6719831262503877, 3.5765989072528366, 0.630761662513426, -0.07827042057296181, 0.2578904049238852, -2.048890743925053, 0.5968771092598362, 1.8621339824441732, -1.0985438629786977, -1.6661953559472256, 1.26131025660374, 1.729669708773291, 0.06288718354255211, 0.13206437103345833, -1.515720363622998, -0.8340829236968798, -0.8230153581000291, -0.9627834579397266, 0.11385306792211612, -0.11452796071953307, -1.33450136645244, 0.6937244496231061, 0.5221330171509686]"
Man I Need,Olivia Dean,https://open.spotify.com/track/1qbmS6ep2hbBRaEZFpn7BX,"[-8.35734072657962, -6.21458707020301, 2.9770027425991983, 1.5054814935379823, 6.682911610224158, -3.0783244671951246, -3.2329622879677147, -2.694624782093267, 3.942221510371231, -2.564139960506498, -4.930185735126496, -7.373232817626637, 3.141554392127312, -0.44452250600135085, -0.006514861609014779, -1.0212541919922198, -1.753728903024964, 0.27000868463981975, -0.5807050795831776, -1.0149947911727644, 0.6168192436595968, 0.5004626396453938, -2.595186456342327, 0.05703752733253869, 0.8365586560783925, 1.9255132473339922, -2.5341831836577042, -2.355505638766083, -1.406719363650892, 0.3858069473219927, 1.9887259902235541, -0.7314683457227719, -1.067865986469042]"
Fútbol Americano,Robert Schwartzman,https://open.spotify.com/track/4yahwRNYPGIasTRffwWyyj,"[5.7288213583833905, 11.934621620606693, -2.5934714102591907, -3.5863854893723772, -14.008084242982997, 8.24032008482072, -1.8917532511689419, -1.9184079321617071, 0.8238632590406216, 2.161324714698113, 5.013178328764897, -3.590871303473808, -0.16236527344740403, -3.566261122659466, 0.6604331472529017, 1.7956613593200224, -0.962843218711918, -6.615386885718829, 5.530753097145786, -1.7160760692222938, 1.2800503416797344, -2.561281197448391, -3.425324752640673, 0.7131175109250468, -0.0729300097425154, -0.4810332122705083, 1.9823426161155677, -1.512722233999566, -1.0786186924106205, 1.1877743269318857, -2.624235537145477, -0.4801017127138865, -3.9615542716217353]"
Movin' Out (Anthony's Song),Billy Joel,https://open.spotify.com/track/16GUMo6u3D2qo9a19AkYct,"[-4.006860094133321, 8.471546771289798, 8.041303404171178, -4.583382114809033, 10.696421285284877, -8.924181558930211, 1.4643052267691616, 9.715816209078993, 5.381583723514628, -1.3556990543496203, 3.1309574622160103, -0.8041247546340157, -2.5580733796312103, 2.1243177803405615, -3.1901576895357167, -0.18096815516595172, 4.166789067510338, -3.2284339341567714, 4.080099127700184, 3.907796906587064, -2.1878945447945104, 0.6022796130048371, 1.1240954255402074, 0.6556985391088207, -2.0866475866428327, 0.6506666468717948, -0.08114383197713404, -1.5132677577567457, -3.6686496375227087, 1.0259151468710372, 1.0942011885611194, -0.3852475969366347, -0.761803307089788]"
Have a Cigar,Pink Floyd,https://open.spotify.com/track/3CmHvyZQQAGkKkTjTBFWN6,"[-14.253605740808899, 16.697285354789294, -1.6513212645385282, 3.111201454850232, -1.1822969924383495, -8.708623523053886, -0.517750121753893, -4.7800286645590955, 0.7713099338000173, 4.073826291084357, 8.174341877655225, -0.24338375797867634, -5.236685379999908, -1.6920214173788921, 3.5750184906597866, -11.99265061235425, 4.748329307437678, -3.662306688602561, -6.241421969496745, -0.6670902821579796, -1.4330209000097835, -0.01348213458774803, -2.5862448265268174, 0.9293611837160706, 1.1113196432162031, -0.014806543112010372, -1.279535856562932, 1.8444676701718477, 2.210944787670955, 1.4948640781949174, -0.5176731454166181, 0.6988587038956096, 1.2605016505902369]"
Don't Speak,"Loaded Honey, Lydia Kitto, J Lloyd",https://open.spotify.com/track/2sKjOX72UX1HiCDhI2HdlR,"[-5.211249326299089, -1.1097252867638885, 8.422172218855868, 7.3317326350295735, -2.2355371976317984, -3.565721636355388, 0.28965830997932124, 6.217209805402472, 1.264856080491343, -3.41547387547428, 1.370711135374885, 2.751329602668563, 0.7347536692588935, 1.6594743306568258, -1.8947450669429406, 6.365270959363161, -3.3744044890976554, 1.2417167095705917, -2.590661379827193, 1.165672146025598, -1.6444832604132649, -0.00660676277359087, 0.3076158137357405, -0.353573087182666, 1.7344284163227242, -3.0604742306200867, 1.1950880420299788, 1.64926056787369, 1.0569521205742587, 2.060102471656496, 1.599563201048076, -0.6388718881274368, 0.09043062734395084]"
Follow The River,RIO KOSTA,https://open.spotify.com/track/4lqy6A33h6N9Yy1GhLkD93,"[-7.394503737356868, -3.1862267416717245, 6.680583419772294, -0.02751157304019259, 0.2981513745510042, 7.521843622324847, -3.496132066481288, 0.6222405801729723, -7.807006637519867, -1.6538018434776809, 3.3822729103043914, 0.9304781093929971, -2.820569731064941, 2.980378342268527, 0.790659684957142, -0.8982927026615056, -1.8010523191621826, -0.2010884583886482, -0.3029177378576299, -1.2059546134391141, -2.329885579911687, 1.6183784782432182, 1.8854878655486755, -0.3125316157152835, -1.9324021674847294, 0.8924314248027057, -0.21665091606566275, -0.3295276637198595, 1.6781027617761293, -0.8421926209211771, 1.4616591014716809, 0.7618347281842158, -0.19664390671164605]"
Corridor Of Dreams,"Kasper Bjørke, Sísý Ey, Systur, Oilly Wallace",https://open.spotify.com/track/61PTczPAI8LDLTj9YOUbQ8,"[-1.76013674730559, 9.271186432688308, 0.487763453777979, 12.770066402358767, -3.194418113186885, -2.5699012958115617, -1.4833038830685659, -0.6589291346508529, 2.0528386041819284, 0.6373606113574626, -4.583176466659811, -2.7770458024755764, 4.132786512636036, -2.18569611036568, 4.403590208195126, 1.9091526321142487, 1.569510453753552, -1.7376817505581972, -1.9682408059950116, -5.2806629411196955, 2.6903777798220667, -1.3186911966358577, -0.7940244986387273, -2.7154108628524125, -1.1520535554494995, 1.4289824000255198, 2.6791234784958777, 0.3736397948623435, -0.5254379082264755, 0.9367029596128906, 0.41655160044082645, 0.9679483844132865, 0.22081281016489257]"
Fly Away,"Visti's Vinyl Collective, Emma Sehested Høeg, Wille",https://open.spotify.com/track/45UUuVAFr7hff5a2V61W0k,"[4.736014681330125, -11.843654159521378, -1.136902879734968, -1.219568285810117, -2.668858824016219, -4.19596112621745, 0.2209344043193216, 3.026699146375818, -2.0722036367084833, 0.5156880436961737, 2.524807931003749, -1.346883724706225, -2.6719879900501744, -1.4540233062691437, -4.6753723307746125, 2.322165319236796, 2.4099491583858703, 2.5777249634981274, 0.37872746204461066, 0.5750666548279387, 0.11258397357389481, 0.4587577348970582, -1.068959597951555, 0.2387757820525895, -0.49645274435866005, -0.026712480507068335, -2.5073593905712515, -0.2568235966419818, 0.5037466837560639, -1.0301046376221543, -0.37655307343452943, 0.5235781012838501, -0.03594335209370173]"
How It's Gotta Be,Nectar Woode,https://open.spotify.com/track/4GN2iIuQYXSMi0WJGJF7IL,"[-9.17459062113985, -3.6862071043716536, 9.96530703103061, 3.328909533851965, -6.261378848321121, -1.0594916974527948, 2.070469899813097, -2.2805993110669758, -3.7256468080370055, -3.3591488120833564, 7.836811282210052, 0.7030824207964688, 0.8501428327060842, -0.04842888732550187, -0.4411123780661921, 1.1371819209324125, -0.1741802991194041, 0.5884125635561561, 0.7287614668672331, -0.09202118364003846, 0.02200195051266286, -1.4716717933485166, 2.5974430987543338, 1.507505281905869, -0.6446914937032131, -1.483294296838925, 1.762679263869952, -0.727420046322124, 0.3558491531477574, -1.4517608222222287, 2.1033890852002344, -0.8127864375895543, 1.0021385832526712]"
Nobody - Studio Version,Charlie Jeer,https://open.spotify.com/track/5OACERF7H9mQid251I9iqj,"[0.4570172015402687, 1.669060023277601, -2.877598152303399, 17.23382722901275, -0.6565703420384342, 1.7221687467565414, -8.551344743047965, -0.2194231875100859, 4.859100211148598, 3.968940311553593, -6.591454002861957, 3.125354649275285, -1.587320655906794, -1.369954754533597, -0.6517956806177163, 3.1729776764137005, 1.602103568265616, -0.32309536270314665, 0.02269242138037645, -1.4848420722966336, 2.932929954531847, -3.2494059285077173, -1.533044462765036, -1.101891921136075, -3.5404372975726126, -0.9105305428940778, -0.8380010540523918, -0.5733177755312434, 1.7121337582727538, -0.21556601799160857, 0.9514085309604728, -1.470362902374284, 1.4928909273744688]"
Whiskey morning,ZUNRAID,https://open.spotify.com/track/3MJoOGy4XsY4PctCgQp7sh,"[-19.134725491441934, -4.04383381365016, -6.737661501150084, 0.7271764718594728, -5.506938043621097, -6.643146861553761, 5.184493585285097, -5.875093721947879, -2.3081179167773387, 4.836486706912875, -3.1464983445500523, -5.179680120188228, 4.059276841441158, 0.18361403406582502, -0.6167375517260123, -4.055521636288561, -2.044814784032286, 3.31343463688525, 2.1117475714279954, 1.0764357484512481, 1.0664025236215162, 1.4971117391646356, -0.07857429700706234, -0.30934527713571847, 0.4240903249613458, -0.961286542920996, 2.5091198425509784, -0.9675910204599529, -1.7356649912364017, 1.464201049309034, 0.49856421551090546, -3.2321532212887663, -0.03905424956996417]"
Suicide Mission - demo,GAGE,https://open.spotify.com/track/2Rc1BCyRARr4uxVJInRF6e,"[-0.46820926016075626, 10.13792282014483, -4.516143293401091, -12.13265550455412, 4.429123257042574, 10.885239468117286, 6.749837108750019, -10.693630381344871, -0.6863290414684684, 2.392246256242971, -4.283767417544336, -1.0418305817631905, 1.137846834732596, -5.292735439312598, -5.226245243166255, 1.5186012971383815, 2.5050003277053388, 2.865978550172981, -2.559443355659093, 2.9324213891441855, 1.0031157920250469, 1.4764673797196126, 0.5492100479226933, -0.21169972174795118, -4.198703605518341, -2.1684761500463723, -2.8644698375469564, 0.6662321961674198, 0.6485305493457844, 1.2924195388875752, -1.1727190715594542, 2.6662476242624775, 0.5306811884179576]"
My Dreams,RIO KOSTA,https://open.spotify.com/track/1TB3orbh3ULHgzrgiTSz3n,"[-4.767480060373686, 0.2908615729329315, 3.8156248754545974, 6.179932044124804, 0.1670587169703317, 1.4707933480717919, -0.44592925485181567, -1.8510046902914232, -12.957769486879572, -4.2793515752274045, 3.7705983072886267, 4.58030055847646, -0.05308936132111361, -1.6568015334723756, -3.47328587613217, 1.875268659045833, -2.6138340035534156, -1.3814766052146266, 2.9450963536966226, 1.7857638549501453, -0.8501924963734654, -0.11244874307512594, -0.21251788615085054, -1.1491949730019626, -0.2259141699911759, -0.8757873193592143, 1.9925279283591606, 0.04419904012743603, 1.9620852245016769, 1.7185174666292067, 0.19711607050432195, 0.33222261317517177, 2.37409296906519]"
Chéri,La Nuit Américaine,https://open.spotify.com/track/2dcauSaWhdz1OeqD45tlsM,"[6.827664233017883, -4.1712511707087305, 4.668468204680288, -4.49043702029164, -4.338427837978676, 3.7743066250635837, 4.4223970551424125, -1.9539385372314675, 1.2247725805552627, 0.4139974672727802, -2.4800559311076684, -3.320502419240689, 0.3588600075082374, -0.3809312799849725, 4.624425812544391, -0.5135363893410756, 1.9403641581570028, -1.4062936385902773, -3.139975007873831, -2.2947001479073, -4.363265378303087, -0.1032702411445732, 2.6807330212719656, -2.22176145138443, -2.2624488853151226, -0.7616762878985378, 1.803401604400196, 1.882647819325387, -1.0692659136322402, -0.7519936392002312, 0.3269985275364934, -1.7435911433952467, 0.67809518240495]"
End Of Summer,Tame Impala,https://open.spotify.com/track/1Iw5iLfAwDvS6frI82gMoV,"[7.413548898123305, 4.439345175875566, 6.490730131438954, -0.42660259588254956, 0.5098833302717654, 5.987595946315238, -0.7879626995331276, -9.462363352155615, 2.613701272603569, -5.071561970396942, 2.4361652728657215, 2.316046884465611, -0.20070330756171068, 2.6448485549138363, 2.4025278947829825, 4.1965187261521, 3.399535947207128, 2.061232925981391, -0.11564254788107059, 1.8191669474998338, 1.216511163803784, 1.4037579267253106, 0.9832667532371666, 2.4635621921960023, 2.081217444480055, -1.2298205340915995, 1.1985277763826427, 0.3396297479256315, -2.049625477691053, 0.01915927377232795, -1.1629215832915285, 1.0504240555642943, -0.3435889672157901]"
Escapism.,"RAYE, 070 Shake",https://open.spotify.com/track/5mHdCZtVyb4DcJw8799hZp,"[3.8967586407773553, -8.34473898143977, -12.784206585195118, -3.962062069251801, 10.553244994442677, 0.7135540962911191, 4.42801620785002, -0.6420696843790453, 1.9069234684105438, -7.152343688497934, -4.91209453250703, 6.767489318076821, -0.7361378789634593, 7.422645122889452, 1.9105249816940122, -0.6209770048958763, 1.0820690092995067, -6.420231327221898, 5.256380137852884, -0.0604570405998116, 2.6365109168728873, -0.898694288218669, -2.1337341725690973, -2.7551878024652137, 1.7933081196182086, 2.321679903143431, 1.1409804061297284, 2.106243415152647, 1.750482837314498, -0.5722789359109203, -1.3620797320466422, -2.1417986145493666, 2.433375184350429]"
Piece Of Me,Lamont Landers,https://open.spotify.com/track/1XRJohEptB1Fw6sWYK6TUv,"[-7.712774095303886, 6.590906168227961, -2.156507001664826, 12.043079036939544, 11.978372978792015, 4.496787661818377, 5.10386161858236, 0.28312622499855433, 0.7943740500559913, 0.20223635787877642, 1.0396896205964452, -8.34010310077242, 2.4218916907226853, -0.2992601016240537, -3.547085954262387, 1.5537210511067745, -1.8027825517604856, 0.4214572274546065, 1.981176687167, -1.4692544407071653, -3.1392533060136967, -0.9571108826907996, -0.9567428231471037, -0.0715445632662033, -2.15727092519417, -2.14298574306997, 0.8548356799881327, -0.8503491015238966, -1.3777678423924293, 0.4759359597880227, -2.806655556618716, -0.9732579991169121, 2.2128144307550763]"
WhatsInIt4Me,Skylar Simone,https://open.spotify.com/track/6mjnnbzOvYjlKWIlnT6lff,"[5.088992404240885, -15.05545015701556, -6.639954373272701, 3.6668117432490215, 1.268629190263326, -4.831347043176482, 3.230739930774496, -5.204499461852756, 5.859616786736015, -0.46831596792228825, -0.6830522951116346, 1.4564251415800067, 1.6205754152404173, -4.821222674908444, 0.28930503803518925, -2.522041760770142, 4.828661399746779, 3.4571860490262463, 4.147900561257203, -1.6082275149510943, -2.3574549336855988, -1.1355768283559151, 0.161899280021393, 2.7681747550771467, 0.6797745279899581, -1.6770974380639039, 2.600562754032489, 1.8095621851771329, -0.571439438605606, 0.29197916609152696, -3.5384477616376095, 1.446350848491435, 0.07259231967983788]"
Little Things,Easy Giant,https://open.spotify.com/track/5QQ9C5fCMcRTuJC8gxvHfN,"[1.4753811523387528, 16.13053713452011, -15.850035329629883, -3.369388035740971, 0.09155945758686544, -4.627302768900808, -9.37802989453842, 0.8917020130959199, 3.963855792294369, -10.694471858164258, -1.8923181728192988, -0.08717127931577993, -2.1298019821853535, -0.868774138943818, -5.0342801582020105, -4.962839088304964, -5.056966943260829, -1.8633544629608614, -3.3365984100500667, -3.124723598213276, 0.5216686734652002, -1.6547923412749919, 4.821072114495233, 0.054848289608796376, -0.3343162332100643, -2.7679328070631057, 2.014262637676484, 0.18215155182126638, 0.364063359799539, -1.0225667829154368, 1.0701433573554502, 0.8755649627003631, -0.860945399981899]"
Silvia's Picture,Silvetti,https://open.spotify.com/track/33YuBXaMMtz0RIqETFa5XG,"[-4.756703986608072, 12.877134342896122, -5.146559394731356, 10.144138577669544, -9.986874494251978, 11.104375019411092, 0.4562375278943252, 1.3725566941567058, 7.587156621983857, 3.517595123993378, -3.7690905407668343, 7.71481650680989, 2.7973971299996556, 1.748176321596183, -2.9006697315273917, -0.6775686394110839, 3.7842860440513086, -5.129213691864876, 0.5480277914710229, 0.1491297378785582, -2.6102328709470135, 4.6718894869924625, -2.4420131804552097, -1.2972631950727367, 5.062238281108557, -3.6842819325133145, -1.8600417927238795, -1.64056502181057, -2.3236120501580935, -3.17071215770686, 0.47181104123674017, 1.5266665511049784, -0.9621829318077365]"
NOT FAIR,Leon Thomas,https://open.spotify.com/track/277K8GOv27Pq3qS4IKSRoW,"[0.27434699987328787, -1.3592228949757865, 5.589394831981255, 0.20492099908994094, 11.151659575636963, 3.6876122239543445, -0.8727233942790745, -3.460470708065635, 3.538016734801294, -3.3032982151167354, 2.176418768308266, -3.7502905388660146, 2.485706923742402, -1.5180208946663023, 0.2845414099770007, -3.954854385602525, 3.173310166423249, -4.006981380707737, 1.0349004110387034, 0.108442128432693, 3.1953366141150656, -1.5264723049595263, -0.5415405378849105, 2.9041018454340217, -0.6364328514480693, 2.271056834637947, -1.6616060559509795, 1.9981353502890202, -1.6894793371290429, -1.2918308980198765, 1.3325023482718206, -0.40592855104605274, -0.6510284014443967]"
Pariah,Dumbo Gets Mad,https://open.spotify.com/track/36gmn5eccYudLIkMJYIret,"[8.614140736111375, 7.5334693485663, 5.7042902510821465, -4.221341706859244, -5.357442733862622, -5.2732994651143965, -0.27072487191249495, 1.6926599184032212, 6.76636300502928, -7.945381011513213, -4.975528202724915, 2.0857485696050073, 1.5824368001864426, -0.7845222439441684, -1.1016084404686368, -2.1672761558665097, -0.06539042909300163, 1.1252734467896308, -2.5562244766280084, 2.360787347616003, -0.7276901464512019, 3.184191852212794, -1.2526852732813911, -2.706530212525787, -0.4086962822093992, 2.8896828639933587, 0.21984946003798167, -1.7653423953897152, 4.40524242842716, -1.1794705388372548, -1.9789193516522778, -1.0232778698800495, -1.0484463274414524]"
Human Sadness,The Voidz,https://open.spotify.com/track/3YB9cvd668HXBEq8rbBW8P,"[-6.268024007614912, 4.508043492623471, -0.7214002977725662, -18.38810820436413, 8.77405704842834, 1.0187364656024325, -5.246068607173119, 3.311162006329451, 6.4655838583654965, 6.8227973236286035, 2.772310398102799, 11.999954029372512, -0.9930523291957112, -1.3791825601981493, 2.3446292026726976, 2.6512324422016813, -0.7238812978779172, -0.8004166048888327, -0.13437145886887372, -4.264167228812856, 2.7073454394811782, -1.5488293917490714, 2.5751866538172345, -0.6542377066597199, 0.8084597600225861, -0.8056485680106152, -2.334603951961036, -1.309084920818632, -3.078186135209123, 1.8760924447488998, 0.37764866375235756, -2.3728766230994327, 1.6156760405728212]"
Biggest Part of Me,Ambrosia,https://open.spotify.com/track/6JHXiRD1QjMK1N6AQEnL04,"[-5.583225911858113, 0.7488274537090851, 13.71587513295418, -0.6250060179210664, -0.6874614252628485, -1.5312074598423822, 1.4895581337160275, 3.6613401145127087, 1.1214059443576219, 1.0472517184482855, 4.016562538789529, -1.4889270738708553, 3.5088762824909345, -1.7350904475953837, -1.1152322994371373, -1.8795596741149536, -2.3971588752917405, -2.7382818964282474, -2.061583171164355, -2.601090563407328, 1.4004441629283213, -2.065866607855985, 1.2672022931580522, -1.7081362543495264, 0.9188522075752905, -3.2736666785842665, 0.4757958815386392, -1.3481017185683182, -0.2768638588705026, 0.2930443053021032, -0.16930975968568351, -1.2956110650157027, 0.6930470475164748]"
Rouge à lèvres,"Alastair Lane, Sarah Degny",https://open.spotify.com/track/4nCyUt4ZqVAp499fgWxeDR,"[4.14150562263886, -2.4127881182285127, 0.49691367032937245, 9.356047059855388, 4.74050310106466, -2.770523927474887, 6.000727531228345, 4.35638047511869, -1.8195559542220399, -1.9156051801905, -1.7530384463561974, -1.1108062893458885, -4.528055904880099, -1.2209850005353649, 3.372405290927431, 2.1461011203373257, 6.265843748168157, -2.517817652425428, 0.6592057643539421, 0.6952916291122924, -4.433890357246344, 0.047089873750447944, -0.1358434687664913, -1.688361231102675, 0.5550253498909213, -0.09765034303688332, 2.606094369128951, -0.343338600082207, -2.155539273037973, 0.13659449886115888, 2.0186046642336493, 2.442329295203235, 0.41445669023897397]"
Les Gens Qui Dansent (j'adore),Sam Sauvage,https://open.spotify.com/track/0kgZ7YqklQkVLV8SoEi5Us,"[8.52029706549189, 15.25375306296791, -12.960485125471484, -11.400294366790678, -9.180355274336513, -6.031120458958823, -1.5550483669367146, -0.6439785850660654, -0.5250538810481251, -6.518653387723357, -5.297564307826361, -1.1234737588251247, 0.07595254257113221, -3.003610451914755, 7.693617447348185, -1.3752932061122682, -1.9463302439552141, 0.2066590618720429, 2.5357140305043293, 3.554964556087437, -3.8540988967979546, -3.2427673635685483, 0.33063199582716635, 4.340578344517133, 0.15475087304274687, -2.1338669595403, -1.3744347688179486, -3.6530842603188423, 0.6166950174881379, 0.9958894459867633, 0.729607729018315, -0.39278558042186923, 1.7830781512287075]"
Week-end à Rome - Yuksek Remix,"Étienne Daho, Yuksek",https://open.spotify.com/track/7dJHroWQ2LYHnwKw5Eouk7,"[8.32775348622621, 4.557896316115893, -1.1797340218234391, -4.592956154969249, 2.941741113003822, 5.214639941921259, 3.4319719604926173, 5.258013266124751, 4.120320684794966, 2.3474573366660825, -2.570476160662393, -8.476228721731095, 2.251777531044484, -2.2722254283783823, -6.853620383136209, -0.03939264815263576, 4.905757207362163, -0.0186655051202749, -1.7729303870344342, -1.0046214068190813, -0.2558274543379822, 2.5778050845014615, 2.046437918482748, 0.12127628844992716, 4.10073367588994, 0.565990998126969, 1.0125442977412575, 1.5845933802502146, 0.7488149608795642, 2.700958900117136, 3.010763756181365, -1.2202572784168448, 1.6106893752821065]"
Bored,Laken Lambson,https://open.spotify.com/track/7LHZozaRbsl39Y5M3PFkzO,"[0.16564484992843553, -10.255442973930037, -6.071211223799101, -3.3154779391326814, -3.6740417441355793, 4.379321769364531, 2.984535761640254, -2.3778981542269464, -6.3269381975103745, 0.4410453486525912, -1.145852299711569, 3.6164168535462156, -1.3579964407439908, -5.937809600951669, 0.5070314496319702, 0.24811880810886225, 3.4477576972914568, -1.9598905046582036, -3.7063650520206344, 3.1316562347591415, -3.3441721957734694, -2.3841872256375427, -0.9942229248939166, -0.6941926156937421, -2.8082109746073147, 1.5038089793316447, -1.852589141065195, 1.3019919954375014, -0.04692198778436899, -1.0594893808750043, 2.2354876479763965, -1.97709490899095, -1.6512914771032108]"
Roses,Alisa Xayalith,https://open.spotify.com/track/6zE6GEzIJnqZA7M27R4gvd,"[-0.8862635486409124, -8.6927823805248, 1.754786683268634, -6.407138334685601, -3.8651058129158904, -4.984051024425048, -3.7860194224599453, 4.6875600777271735, -2.075670824057593, -1.1142400845219422, -1.5398743412187388, 1.042395556753573, -0.37143554685636393, 0.3871112266144096, -5.563849990725405, -0.5378570812433936, -1.7729003377418269, 0.8392725142197426, 0.3902330926694919, 0.47578446821819526, 1.2521518364080222, -0.4270435403820082, -0.4176179279698794, -1.235804851923181, 1.1207404847345914, -0.35871240553331235, 1.4241189562660008, -1.8641491540395332, -1.5428394430926424, -1.0303799429433858, -2.343206067109174, 1.75149045899265, 0.5862819270244277]"
My Brooklyn (Is Better Than Yours),Loren Berí,https://open.spotify.com/track/73WZXIe7gC7mZOpGGam74A,"[6.823868907740407, 3.3444584273175524, -6.833441454648454, -2.752978373884655, 14.708582144508272, 8.747668990071203, 4.855997225136132, -0.8277032191069325, 1.0859665940945238, -3.3012669673002866, -4.341976708371653, -2.5246670588947024, -6.559076515846583, 1.7906562642786008, 2.835743453068569, -0.6084317876950998, -1.0626995233513807, 3.2517238425339112, -1.052702417006287, -2.6275381169880374, 0.5365357295557566, -0.0898864667921689, -3.260579486344916, -0.7048855344277274, -0.07149879706240077, -1.1761594036411072, 2.539734047709775, -3.1479410932162275, 1.127050027848653, 1.0311633532641644, 1.9569712232183685, 1.3259650840035393, 0.08555919731445896]"
Hot,"La Felix, Relaye",https://open.spotify.com/track/2LiW3pPoLL6ZjPOClPVgPi,"[11.596060351871381, -2.34421515946832, 9.713553273912291, 2.6641010422318097, 5.802270462798277, -5.329549417964581, 7.492203899537885, -3.1088928420661084, 3.5175083524987834, -0.6522593594566385, -0.6575868794527757, 1.5513533113583866, 1.056397941929828, 4.1524496053106565, 0.49990075644109727, 0.9243629598378501, 0.9855619703744738, -5.13373681275849, 0.6581676187045644, 0.2479410191461816, 2.157189673865764, 0.5613007296043351, 0.8097200018331099, 3.633652613988283, -2.2212372176212427, -2.9186848307052915, -1.416800409858371, -0.8685915378444048, 4.155775199824015, 1.179139608673685, 1.8816452128318386, -1.5603168039752557, -2.7204020674741316]"
Ipanema (Cafuné),NoMBe,https://open.spotify.com/track/71lC5og1dZKT8gcl1WkMnc,"[4.5298511984736525, 7.356837929197285, 8.590160892380359, 6.1238561260496525, -7.2004751344279585, 3.2702536475059985, 5.021709116503715, -3.169400277978865, 0.7499763573813519, -4.691076193684147, -1.7653812290668864, 3.4200473968064244, -7.917967166305475, 0.9296867229465099, -1.658137693472513, -2.3424639661925197, -0.19890575207686584, 4.109843448428769, -0.018641749455727722, -7.03538196853947, -1.9847955894761447, 0.6077523912216358, 1.730274869834424, 0.29035842354583324, 0.8077145871307707, -0.002882117913479201, -1.698074264910309, 0.9699907742299907, 1.3366364241101616, 0.21918534420666197, -0.875423223214817, -3.388242362264857, 0.2930549431261076]"
Fade To Grey - Extended Version,Visage,https://open.spotify.com/track/2SAC2na7eq3ZNZsrX4KLv2,"[5.15867783671446, 14.698524835096729, 4.609113574480543, -8.425152715560575, -4.745631007288974, -0.8453795095800094, 7.107013430931043, 2.736147539076823, -1.4629677715045146, 1.44562456102586, -6.6663520594879735, 2.25422283806806, 3.180945219931174, -1.570887685408586, -4.850760313130896, 3.9009953248422655, -2.7771068361809474, -0.05210522828857932, 0.8632091756581532, -1.10117390330133, -1.2248102483859258, -2.077346930367735, -2.4648211877714696, 2.41707518630573, 1.115806308575564, 0.9745993804985618, -1.7525979792014763, 3.9724629872603545, -0.1771391062835195, -0.7316682552353417, -0.16644577275088063, 1.4923435510398813, -0.414657717159304]"
Backseat,Balu Brigada,https://open.spotify.com/track/7yT4NJt5rgmVoMJMGPULcj,"[5.123924218051613, -0.40291203594276753, 7.553779938888485, -7.4786050232780825, 4.247137167451532, 1.7825542847701144, -0.9917127611763508, -6.624270909955443, 2.4907552842587775, -3.9402603830544725, -0.7250385891835311, -1.0888555908535495, 0.40507702233566373, 0.6999046280118064, -2.9277906695940388, 2.473526448547848, 0.02755595049824357, 0.41742496817176516, -4.290871734087914, -1.5624103931979927, -1.5329475552914433, 0.39028806073216593, -0.07863782860400222, 0.6245472199859713, 0.04689904553206276, 1.8956227179644765, 0.4589456790729475, -0.520875038130129, -2.0841572173237455, -3.9637667360701174, -0.3229104918781006, 0.1748032287802508, 2.0723359762238664]"
Suzanne,"Mark Ronson, RAYE",https://open.spotify.com/track/3EL4YcUAmGkfTKXhS49Y3w,"[-12.394277820659134, -4.315353219483326, 6.866214107941133, 1.3772794354495739, 1.5020842296718604, -2.495045528698126, 8.98672611504931, -7.960560670959254, -1.672234909964701, -3.4868794560091274, -0.662375034596544, 0.2863186718999481, 7.8441477633986425, 4.892257063483057, 2.758252595152692, -1.4583953095081972, -2.3337934048220084, -1.2948875694358217, 2.0085858169763675, -1.0389287120431105, -1.1543805142379338, 0.9521975351394508, -1.0045391151089744, -1.5817801481600764, -0.2991947254812379, -1.2076456000041738, -0.7517840083139933, -1.7451262918210866, 0.5205151122162568, -0.2926576169702412, 1.7133611815708327, 1.2556817829299514, -0.5840009869899238]"
Cruisin',Smokey Robinson,https://open.spotify.com/track/2gliw3L0oa4w8LqaHploje,"[-8.765392472964754, 6.537475491772347, 1.3527764933518607, 0.8111032297906198, -7.8468463117236835, 6.410060306430337, 6.741203981082182, 14.230281029827864, 7.174445109486408, -0.5383875678783734, 2.7749913621261033, 5.8660215398684, 6.500190636046508, 4.6086987464101705, 2.030233422978375, -4.880127918898388, -2.857004135725557, 3.1580876849960986, -2.0467281562646145, -1.2059293974761696, -0.3788860554644222, 1.3030310003988363, -1.578626000035641, 3.7748401505458764, -3.8253625335064063, 2.8623570433292738, 2.913682671463981, 3.0986740945783273, -0.83445084055795, 0.28781445934814254, 0.7001085362163468, 1.780265342227125, -0.6624148729457319]"
